id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1586175,2026-06-08 07:14:20 +0000,2026-06-08 07:14:20 +0000,en-US,thunderbird,Sorting messages in a thread,false,,,false,,"",email-and-messaging,thunderbird-1500;linux;thunderbird;email-and-messaging;,miha3,"<p>I'm reading the question <a href=""https://support.mozilla.org/en-US/questions/1585904"" rel=""nofollow"">Thread's broken sorting makes it completely unusable</a> and I have to agree that order of messages within thread is not the best one - ascending. For example, I am subscribed to a forum messages and I'm getting all the notifications for a topic to a thread. Currently I have like 85 messages in a thread and to see the newest one I have to scroll all the way down each time - scrolling 85 messages is a lot and it is getting worse because the number of messages keeps growing. After I've seen the newest message, I have to scroll all the way up to close the thread. (or am I missing something - perhaps some shortcuts?) </p><p>But I guess for some such ordering is obviously fine. Hence, I guess, an option how to sort threads might come handy. Perhaps even having a default sort order and an override per thread? </p><p>PS. funnily enough, I'll have the same issue with notifications for this question :) </p>",miha3;,false,false,false,;useragent:Mozilla/5.0 (X11; Linux x86_64; rv:151.0) Gecko/20100101 Firefox/151.0;tb_version:150.0 (64-bit);os:Linux,0,0,0,,,
