id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1587007,2026-06-12 08:22:18 +0000,2026-06-12 08:22:18 +0000,nl,thunderbird,"Bij het opstarten van Thunderbird zie ik vaak de melding versvhijnen dat geen verbinding gemaakt kan worden met de IMAP server, bij het verzenden van emails krijg ik soms de melding dat de uitgaande SMTP-server onbereikbaar is.  Wat kan ik doen?",false,,,false,,"",connectivity,thunderbird;connectivity;,kokke.jos,"<p>Melding dat IMAP server onbereikbaar is. Melding dat versturen van email is mislukt omdat de SMTP-server onbereikbaar was Vaak 'helpt' het om even te wachten en een email nog eens te versturen, maar ik wil deze 'toestand' graag verhelpen. </p>",kokke.jos;,false,false,false,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36;tb_version:140.11.esr(64-bits",0,0,0,,,
