id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1805828,1571050,2026-03-15 23:03:16 -0700,2026-03-15 23:03:16 -0700,<p>Are your accounts with Yahoo </p>,MattAuSupport,false,0,0
1805850,1571053,2026-03-16 00:48:20 -0700,2026-03-16 00:48:20 -0700,"<p>See <a href=""https://support.mozilla.org/en-US/questions/1544673"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1544673</a> and <a href=""https://bugzilla.mozilla.org/show_bug.cgi"" rel=""nofollow"">https://bugzilla.mozilla.org/show_bug.cgi</a> </p><p>From what I have just read in those two linked topics,  it might be that you need to disable the check for new messages at startup in account settings.  Itis a yahoo issue,  but reducing the total requests in my idea and with more than one account being hit on the combines Yahoo AOL Comcast ATT thing it might be Yahoo are not limiting connections to one at a time and Thunderbird just tries them all at once.  You might also want to trey reducing the connections in account settings &gt; server settings &gt; advanced to say 2 or 3 and see if that has an impact.  To improve performance 5 is a sort of industry standard,  but yahoo do nothing in a standard way. </p><p>If you have a phone also connected to the account (Apple particularly) turn it off for 10 minutes and see if it impacts the result.  Apple do not limit connections in their mail apps and will consume as many as the provider will give, leaving everything else out in the cold. </p>",MattAuSupport,false,0,0
1805852,1571053,2026-03-16 01:40:28 -0700,2026-03-16 01:40:28 -0700,"<em><p>Matt <a href=""#answer-1805850"" rel=""nofollow"">said</a></p></em> <blockquote>See <a href=""https://support.mozilla.org/en-US/questions/1544673"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1544673</a> and <a href=""https://bugzilla.mozilla.org/show_bug.cgi"" rel=""nofollow"">https://bugzilla.mozilla.org/show_bug.cgi</a> </blockquote> <p>Thank you! I saw that post, but did not interpret it correctly. After a look more closely at the post and bug report, I finally got what it was saying. Went through the process and my Yahoo and AOL accounts are now working. </p><p>A non-technical user will get very tripped up on this, I'm afraid. </p>",DoctorRashir,false,0,0
1805830,1571068,2026-03-15 23:07:10 -0700,2026-03-15 23:07:10 -0700,<p>just drag them into the order you want with your mouse. </p>,MattAuSupport,false,0,0
1805842,1571080,2026-03-16 00:19:57 -0700,2026-03-16 00:19:57 -0700,<p>It sounds like you can not send mail.  That is something that happens using the SMTP mail protocol and mail initially gores to the outbox until the outgoing server accepts is for transmission..  That is not syncing. Syncing is a process in the IMAP mail protocol . </p><p>What error messages do you get when you send mail? </p>,MattAuSupport,false,0,0
1805841,1571081,2026-03-16 00:16:16 -0700,2026-03-16 00:16:16 -0700,"<p>What part of this problem do you need help with </p> <blockquote> Untrusted Bitdefender CA </blockquote> <p>Just get rid of Bitdefender email scanning, or add them using the instructions that provide if you trust them explicitly with all your data.  I do not trust any company with all my unencrypted data at this time.  Each business has to get by with the minimum I allow them and Microsoft ask for nothing for email with Defender as they do not scan it.  So they can not be compelled to release my information on the whim of some foreign nation where they operate. </p><p>For example Bitdefender is a multinational cybersecurity technology company dual-headquartered in Bucharest, Romania and San Antonio, USA, with offices in the United States, Europe, Australia and the Middle East.  I am not sure I trust all of those nation states to access my information in an appropriate manner. </p>",MattAuSupport,false,1,0
1805844,1571081,2026-03-16 00:28:07 -0700,2026-03-16 00:28:07 -0700,"<p>Turning off Bitdefender email protection and restarting Thunderbird seemed to do the trick. </p><p>Thanks also for the information about Bitdefender's multi-national status.  I'm rapidly losing confidence in the safety of even U.S.-based companies, much less the others (of which I hadn't been aware previously).  Not sure what I'll do for a replacement, but I'll need to start looking. </p>",RTNeches,false,0,0
1805846,1571081,2026-03-16 00:35:26 -0700,2026-03-16 00:35:26 -0700,"<p>Actually, although I still appreciate the information about Bitdefender, turning it off and restarting unfortunately DID NOT solve the problem.   I got fooled and prematurely posted that it had worked, because apparently Thunderbird hadn't yet attempted to contact the server when I'd first looked. </p><p>So, interference from Bitdefender may or may not have been eliminated.  (I don't know yet if it's got its fingers into Thunderbird in more than one place, and will post again as I continue to try things on my own.) </p><p>Meanwhile, still looking for solutions if anyone has suggestions. </p><p>Thanks very much. </p>",RTNeches,false,0,0
