id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1579654,2026-05-02 19:55:36 -0700,2026-05-02 19:55:36 -0700,en-US,thunderbird,calendar import sets up but doesn't initiate,false,,,false,,"",events,thunderbird-140100;thunderbird-14010;linux;thunderbird;events;,montro_sela,"<p>I have a shared family calendar and a private google account calendar that is separate. I tried importing some events from the family calendar to the private calendar. I created a .ics file, and started using the calendar import function in Thunderbird on my Ubuntu laptop. I found the file, selected it, and filtered for current and future events. I then clicked the confirm import button, and the screen changed to a view progress screen. This screen correctly shows the target account, the source file, the import type, and the number of events, so I think it's correctly set up. The progress bar shows ""Importing... 0%"", and there it appears to stall, consistently after several attempts. I saw another thread that talked about read-only calendars, but I don't see a setting, either at the Thunderbird level or at the calendar level that might be restrictive in that sense. Is there a preparatory step or a setting I'm overlooking? </p>",montro_sela;,false,false,false,;useragent:Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:150.0) Gecko/20100101 Firefox/150.0;tb_version:140.10.0esr;os:Linux,0,0,0,,,
1579664,2026-05-02 21:03:13 -0700,2026-05-02 21:03:13 -0700,en-US,thunderbird,Thunderbird and connecting to hotmail very shaky and mostly unsuccessful,false,,,false,,"",connectivity,thunderbird-15001;thunderbird-1500;windows-10;thunderbird;connectivity;,dsdman256,"<p>I am having issues getting thunderbird to connect to my 2 hotmail accounts over the last week or two. According to <a href=""http://isitdownrightnow.com"" rel=""nofollow"">isitdownrightnow.com</a>, outlook has been down for about 200 days and is this really the case? My wife is not having any issues with her hotmail accounts, but I am. I have tried several different settings and attempts and did seem to have it setup, only for it to fail again and again. </p><p>This is getting ridiculous. I am using Windows 10 Pro and I am using Thunderbird 150.0.1 (64-bit). I am using Avast Antivirus and Comodo Firewall, but my gmail and yahoo mails are just fine. If anyone here has any information that I am missing or maybe I am making some kind of mistake in my setup, I would really appreciate any and all help or suggestions. Please ask for details about my setup and I will be happy to provide it.  Thanks, Shawn </p>",dsdman256;,false,false,false,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36;tb_version:150.0.1 (64-bit);os:Windows 10",0,0,0,,,
1579676,2026-05-03 00:41:50 -0700,2026-05-03 00:41:50 -0700,en-US,thunderbird,"I see others in their email, have a standard ending with their credentials per se, like a ""footer"" if you will,is it possible to set that up in my Thunderbird?",false,,,false,,"",customization,thunderbird-1500;windows-11;thunderbird;customization;,drlarry,"<p>I would like to know if possible and or how to set up a standard ""footer"" if you will, to end my emails with. I am humbled to have several initials after my name, and would like to be able to have a standard button or actino to perform, to shortcut those answered emails with that sign off... Is is possible? Thank you </p>",drlarry;,false,false,true,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:150.0) Gecko/20100101 Firefox/150.0;tb_version:150;os:Windows 11,0,0,0,2026-05-02T18:22:18.687441-07:00,"{""username""=>""Fylvara"", ""display_name""=>""Fylvara"", ""avatar""=>""https://firefoxusercontent.com/4cdb86fa809334cfc2073cbe03eacaa5""}",
