id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1422192,2023-08-26,"Thunderbird slow deleting emails My thunderbird works okay, but when I select emails from imbox folder to delete it takes too long. I researched to find the pro",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-25 17:20:21 -0700
1422200,2023-08-26,Transferring email data from iinet Australia to Thunderbird In Australia iiNet is turning off all email support  I have installed Thunderbird and now need help ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-25 20:34:03 -0700
1422207,2023-08-26,"Running Thunderbird flatpak under wayland On Linux, how can users run Thunderbird's flatpak using the wayland compositor? A good approach is to set a user-level",🐧;Linux;os:linux,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-25 23:27:33 -0700
1422210,2023-08-26,"email If I add a new email address to Gmail Contacts, it does not get added to Thunderbird. ",❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-26 03:16:42 -0700
1422215,2023-08-26,Thunderbird multiple accounts - error is blocking other accounts I have multiple email accounts - some with gmail. Whenever an error occurs with one account (go,❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-26 04:03:44 -0700
1422217,2023-08-26,"Migrating large volume of emails When I attempt to move a large number of emails (40k+) from one imap account to another in Thunderbird, after transferring thes",🍎;Ventura;os:macos,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-26 05:10:24 -0700
1422220,2023-08-26,Cant Log in to my Proton mail through Thunderbird Work environment    Windows 10 64 bit   Proton Mail bridge   Thunderbird V15.1  What I did 1. Downloaded & ins,🪟;Windows 10;os:win10,👽;other;t:other,📨;ProtonMail;m:protonmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-26 06:54:07 -0700
1422221,2023-08-26,"Yahoo Email lists Good Day,  First thank you for your kind service to others who are in need of assistance and direction, as I am positive you dont hear it enou",❓;;os:unknown,🛠;download-and-install;t:download_and_install,🇾;Yahoo;m:yahooemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-26 07:02:17 -0700
1422235,2023-08-26,Falha ao tentar login no Oauth2 no Thunderbird 115 no Live Hotmail Migrei do Thunderbird 102.6 para o Thunderbird 115.1.1 e quando fui tentar fazer login em min,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,💌;Hotmail;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-08-26 10:14:18 -0700
1422236,2023-08-26,"Non riesco a scaricare le pec di Aruba inviate Vorrei utilizzare Thunderbird per poter fare il Backup di tutte le pec della mia casella di Aruba, al fine di can",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-26 10:18:18 -0700
1422238,2023-08-26,"After an hour Thunderbird won't download email and gives error: ""Unable to write the email to the mailbox. Make sure the file system allows you write privileges",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-26 10:26:31 -0700
1422239,2023-08-26,Remote content in Thunderbird for Linux messages - notification bar fails to appear The notification bar should appear whenever there's undisplayed remote conte,🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-26 10:30:21 -0700
1422240,2023-08-26,Change line spacing in paragraph mode How can I change the line spacing in paragraph mode in Thunderbird 102.14.0 (64-bit)? People sometimes send me a message i,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-26 10:43:13 -0700
1422242,2023-08-26,"Templates  102.14.0 (64 bit) Are there templates in Thunderbird, or are they add-ons ? Thanks ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-26 11:20:22 -0700
1422244,2023-08-26,"Passare da pop3 a imap Ho erroneamente impostato Thunderbird col protocollo pop3: voglio passare a imap: come posso farlo senza danno, cioè senza perdere irrime",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-26 11:28:44 -0700
1422250,2023-08-26,Thunderbird Icons have disappeared? I am currently working with 102.14.0 (64 bit) version of Thunderbird and am having a problem with displaying any of the avai,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-26 13:53:27 -0700
1422254,2023-08-26,Can't get Thunderbird to download messages...need help please! I currently use Thunderbird on my work computer (windows 11) and my home computer (windows 10) My,🪟;windows 11;os:win11,🛠;download-and-install;t:download_and_install,💌;Microsoft 365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-26 14:55:44 -0700
1422255,2023-08-26,calendar/lightning: persistant notifications or multiple reminders? Calendar reminders can have an audible alert with a window that persists (when show reminder,❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-08-26 15:23:41 -0700
1422258,2023-08-26,Emails from AOL Mail in  Windows 10 Installed Thunderbird on my Windows 10 laptop. Copied profile from my Windows XP laptop. When trying to get messages I'm pro,🪟;Windows 10;os:win10,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-26 16:25:32 -0700
