id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1413097,2023-05-12,Export Thunderbird account settings (not email) to K9 Using Thunderbird on the desktop. v 102.x. Planning to use K9 on Android. Is there a simple way to export ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-05-11 22:38:19 -0700
1413100,2023-05-12,"Inoltro messaggi con immagini Buongiorno, quando thunderbird inoltra i messaggi in automatico, blacca le immagini inserendo nell'errore un piccolo simbolo di ca",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-12 00:57:40 -0700
1413108,2023-05-12,"cambiare da POP a IMAP in Thunderbird Ciao, da anni uso Thunderbird con diversi accounts tutti configurati in POP. Vorrei passare a IMAP per accedere da più dis",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-12 01:51:50 -0700
1413113,2023-05-12,"Recovering saved email. I saved an email to an external W/P program, because it was displaying as one character per line, and I didn't want to print 48 pages. T",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-12 02:43:15 -0700
1413114,2023-05-12,"Mozilla Thunderbird. ""Posta Inviata"" completamente vuota. Uso Mozilla Thunderbird. La pagina ""Posta Inviata"" si apre completamente vuota. Come posso ripristinar",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-12 02:47:36 -0700
1413119,2023-05-12,"CUENTA DE THUNDERBIRD PERDIDA Necesito ayuda urgente para recuperar mi thunderbird , dentro de él tenia 6 cuentas de correo y todos los correos de los últimos 7",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-05-12 04:00:16 -0700
1413124,2023-05-12,"How to set event default settings e.g. privacy Hi, I'd like my new events to be set to privacy ""show time and date only"" as long as I don't change anything. How",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-05-12 05:06:30 -0700
1413127,2023-05-12,"broken, will only send from old primary.. none of the others will send anymore.. did for long time now wont.. can recieve on all Gettign really frustrated.. Up ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-12 06:10:26 -0700
1413131,2023-05-12,IMAP set-up: Can't receive mail One of my emails in Thunderbird stopped  receiving mail. I checked the Profile directory and the INBOX file is gone. I tried cop,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-12 08:17:38 -0700
1413132,2023-05-12,"Thunderbird short-term lock-ups Hi everyone... can you give me some ideas of what kinds of things I should be looking for that might be causing frequent ""lockup",🐧;Linux;os:linux,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-12 09:03:34 -0700
1413138,2023-05-12,"I know it's free and all, by why would TB be so dumb as to default to black on black for replies ? How to make TB stop defaulting to black font color on black b",🪟;Windows 11;os:win11,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-05-12 10:29:03 -0700
1413141,2023-05-12,"Office 365 using two emails- one doesn't send. Greetings TB'ers. First time poster, pretty technical back ground. This problem is giving me fits. I purchased MS",❓;;os:unknown,👽;other;t:other,💌;Office 365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-12 11:32:16 -0700
1413144,2023-05-12,no longer able to send videos or pictures. Times out before it can send. Even typed e mails are sent very very slowly. I'm no longer able to send pictures and v,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-12 12:25:27 -0700
1413145,2023-05-12,archiwizacja Thunderbird Dzień dobry. Czy jest możliwość ustawienia w Thunderbird automatycznej archiwizacji poczty? Może wystarczyłby dodać do filtrowania opcj,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-05-12 12:25:48 -0700
1413150,2023-05-12,"With update from my email to Microsoft 365 are the old and new email still saved to my compuer? My email company changed to ""Microsoft 365"". 1) I backup my emai",❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-12 13:50:22 -0700
1413159,2023-05-12,Using Same Thunderbird Account On Two Computers I am employed by an organization.  They have Thunderbird as their email.  I want to use the same account so I ca,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-05-12 16:55:43 -0700
1413160,2023-05-12,Hyperlinks not working Win 11 Pro/TB 102.11.0 (64-bit) Recently updated to Win 11 Pro and now Thunderbird hyperlinks in messages will not open in Firefox (defau,🪟;Win 11;os:win11,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-12 16:55:44 -0700
