id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1421137,2023-08-14,Today pane Hello Does anyone know why the Today Pane on the right keeps disappearing after I've activated it. It does not disappear immediately but at some time,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-14 02:52:20 -0700
1421140,2023-08-14,How to export in MBOX format in Supernova v115.1.0 Running Thunderbird Supernova v115.1.0 I can import an MBOX file by simply copying the file into my Local Fol,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-14 04:08:50 -0700
1421142,2023-08-14,"Update problems from TB pre-115 to 115. How to convert filterlists? On Windows, the updater from Thunderbird didnt update at all. You need to manually download ",🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-14 04:47:40 -0700
1421143,2023-08-14,"Move my current email address content and files to a new email address, deleting the old email I think it is called a ""profile"" based on your website that needs",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-14 05:04:08 -0700
1421144,2023-08-14,"Unable to accept appointment updates since Supernova update I am able to accept invitations from new appointments (""This message contains an appointment invitat",🪟;Windows 11;os:win11,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-08-14 05:04:13 -0700
1421145,2023-08-14,"New network calendar event, very slow to update on calendar view Hi, I am using a network calendar (Thunderbird build-in, no add-ons) with ""Offline support"" ins",🪟;Windows 11;os:win11,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-08-14 05:05:48 -0700
1421149,2023-08-14,Email to text I was just speaking with clicksend about using their platform to send email to texts but they do not integrate with Mozilla.  Does anyone know of ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-14 06:29:40 -0700
1421152,2023-08-14,email alerts from my security camera go straight to trash????? email alerts from my security camera go straight to the Thunderbird trash????? seem to completely,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-14 07:04:59 -0700
1421154,2023-08-14,"How to stop annoying ""will no longer be hosted"" uninstall alert on startup? This is a general question on TB behavior when a dev moves (or removes?) an extensio",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-14 07:20:55 -0700
1421155,2023-08-14,"Thunderbird Add-on stops parsing INBOX messages after few seconds I have a Thunderbird Add-on that processes all messages in the INBOX. When I run it, it get th",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-14 07:27:33 -0700
1421160,2023-08-14,upgrade to 115 appears to have lost many of my POP3 messages I did a normal update to 115 and it seems to have lost most of my POP3 messages. They're not listed,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-14 08:10:13 -0700
1421161,2023-08-14,"Jak řadit kontakty podle příjmení thunderbird 115 Jak mohu změnit řazení kontaktů podle ""příjmení"" v thunderbird 115? ",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-14 08:21:57 -0700
1421168,2023-08-14,"Do not want next message selected after deleting/archiving Before TB115, I used a plug-in called ""Deselect on Delete"" that would result in no message being sele",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-14 09:17:06 -0700
1421169,2023-08-14,Mozilla Country of Origin Looking to see if I could receive official confirmation of Mozilla Thunderbird being a primarily U.S. product. This is for a governmen,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-08-14 09:30:02 -0700
1421171,2023-08-14,outgoing email attachments show sent but recipient not receiving Since Thunderbird Mozilla updated I cannot send any outgoing email with an attachment on it. It,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-14 09:46:36 -0700
1421172,2023-08-14,"Sending with thunderbird beta Hi , I have thunderbird beta version 117.0b3 beta.  I've noticed that it takes 15-30 seconds to send a short text only  email mess",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-14 09:48:50 -0700
1421174,2023-08-14,"Blank From and Subject fields in email I get an email with blank From and Subject fields once a week or so, among hundreds of normal emails. I have T'Bird 102.1",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-08-14 10:18:37 -0700
1421179,2023-08-14,download full version installer 102.x Where does Mozilla hide the more recent  full Installers for Thunderbird ?  What I  need is the Mac OSX  Installer for the,🍎;OSX;os:macos,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-14 11:12:59 -0700
1421199,2023-08-14,"Unable to easily access ""Description"" field of calendar event in order to click on Zoom meeting links I am having trouble accessing the ""Description"" field of c",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-08-14 15:07:02 -0700
1421208,2023-08-14,"Accent insensitive search Hi, When filtering messages, searching address books, finding events through ""Find events pane"" in calendars, the searching is case in",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-14 16:03:51 -0700
