date,num_questions,os:win,os:win7,os:win8,os:win10,os:win11,os:macos,os:linux,os:unknown,m:unknown,t:unknown,av:unknown,uc:unknown,t:fix_problems,t:calendar,t:download_and_install,t:privacy_and_security,t:customize,t:other,uc:unsupported_customization,av:kaspersky,av:bitdefender,av:avast,av:avira,av:zonealarm,av:comodo,av:eset,av:fsecure,av:malwarebytes,av:mcafee,av:norton,av:sophos,av:trendmicro,av:defender,m:gmail,m:microsoftemail,m:protonmail,m:fastmail,m:yahooemail,m:mailfence
2023-10-10,71,4,0,0,4,0,1,4,62,58,0,70,70,16,1,9,1,14,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0,0,1,0
