id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1413840,2023-05-21,"Delete emails on one computer, still there later on another I have a Mac Mini and MBP both running Thunderbird for several years. Starting recently, presumably ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-20 17:49:15 -0700
1413842,2023-05-21,"Yahoo isn't showing all folders Hi,  I'm using the latest version of TB. I'm having trouble getting it show all of my Yahoo folders. I have tried ""Subcribe"" all",❓;;os:unknown,👽;other;t:other,🇾;Yahoo;m:yahooemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-20 18:57:55 -0700
1413847,2023-05-21,"Confirm before deleting email from inbox Thunderbird 102.11 - I accidentally hit ""Don't ask again"" when confirming to delete an email from my inbox. Now it does",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-20 21:44:20 -0700
1413852,2023-05-21,"TBird 102.11.0 Can't receive emails, but can send. Strange pop-up flags GoDaddy but.... It's odd, and I do hope someone there can help. I have TWO laptops runni",🪟;Win 10;os:win10,👽;other;t:other,💌;GoDaddy;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-21 00:33:53 -0700
1413853,2023-05-21,"Ancora gmail Buongiorno periodicamente mi collegavo a Gmail mediante client per scaricare lo spazio su disco, tutto andava bene, l'autorizzazione era mediante p",🪟;windows 11;os:win11,🔏;privacy-and-security;t:privacy_and_security,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-05-21 02:04:36 -0700
1413857,2023-05-21,mail box my mail box is 85% full how do I TAKE OUT ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-21 03:41:29 -0700
1413858,2023-05-21,"TB mi dice che non riesce a salvare nella posta inviata Quando c'è un piccolo allegato alla mia mail, TB ci mette tantissimo nel tentare di salvare il messaggio",❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-21 03:44:21 -0700
1413860,2023-05-21,Empty Message body After I updated my Mac system to Monterey 12.6.6 the message body of my emails in Thunderbird are empty.  Doesn't TB work in the updated OS? ,🍎;Monterey;os:macos,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-21 05:33:25 -0700
1413866,2023-05-21,Thunderbird is very slow wit my IMAP accounts My thunderbird speed is near to non useable - latency hickups in the UI  that are very stressy even opening emails,🐧;linux;os:linux,🚧;fix-problems;t:fix_problems,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-21 08:19:22 -0700
1413871,2023-05-21,"Can this be avoided? Godaddy is forcing a change to 'EXCHANGE' setting for Microsoft 365 email, and OWL for Exchange is requiring FULL access to my email and al",❓;;os:unknown,👽;other;t:other,💌;Godaddy;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-21 08:56:15 -0700
1413884,2023-05-21,Why is Thunderbird connecting this huge list of servers? Checking the servers and domains that are connected by ThunderBird was a horrifying experience: incomin,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-05-21 12:00:52 -0700
1413892,2023-05-21,"Folder names mysteriously appear at top of screen When scrolling past folders, some folder names start appearing at top of screen.  These folders are not being ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-21 14:18:46 -0700
