id,created,updated,title,content,tags,product,topic,locale,answers,creator
1409570,2023-03-29 17:34:20 -0700,2023-03-30 03:38:02 -0700,Mozilla Thunderbird Mailing system,"<p>Hi, </p><p>Does anybody know whether there's a way to add a digital signature from within Thunderbird. Thanks to share. </p><p>Kind regards, Hervé </p>",other;,thunderbird,other,en-US,1573307;1573327;,jhcabon
