id,created,updated,title,content,tags,product,topic,locale,answers,creator
1414650,2023-05-31 00:02:17 -0700,2023-05-31 00:02:17 -0700,How to globally turn off mesage thread grouping?,"<p>As per the subject line, how can I globally, meaning all mailboxes managed by my Thunderbird client, turn off grouping of messages and their replies?  I have only found an option that turns this off after I've read the mail. </p><p>Thanks, Nap </p>",customize;,thunderbird,customize-controls-options-and-add-ons,en-US,"",Nap_BlownApart
